code_station,libelle_station,date_prelevement,code_parametre,libelle_parametre,resultat,symbole_unite,longitude,latitude
05157607,Le ruisseau de Visenc à Labastide-beauvoir (aval STEP),2021-01-21,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.664584926,43.469207935
05157610,Le ruisseau de Visenc à Labastide Beauvoir,2021-01-21,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.667254364,43.470770461
05163860,Le Cossignol à Lacroix-Falgarde,2021-01-21,1340,Nitrates,24.0,mg(NO3)/L,1.424421606,43.499728369
05157607,Le ruisseau de Visenc à Labastide-beauvoir (aval STEP),2021-01-21,1301,Température de l'Eau,8.0,°C,1.664584926,43.469207935
05157607,Le ruisseau de Visenc à Labastide-beauvoir (aval STEP),2021-01-21,1303,Conductivité à 25°C,799.0,µS/cm,1.664584926,43.469207935
05163862,Le Cossignol au niveau de Lacroix-Falgarde,2021-01-21,1301,Température de l'Eau,9.0,°C,1.435123729,43.493944135
05157568,Le ruisseau d'Amadou au niveau d'Ayguesvives,2021-01-21,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.599996657,43.441218713
05157562,Le Nostre Seigne à Montgiscard (Amont STEP),2021-01-21,1350,Phosphore total,0.02,mg(P)/L,1.589775497,43.4546733
05157570,L'Amadou à Ayguevives,2021-01-21,1350,Phosphore total,0.04,mg(P)/L,1.597644467,43.437409124
BF000320,PERIPHERIE SUD SUD EST,2021-01-21,1350,Phosphore total,0.0,mg(P2O5)/L,1.436721106,43.522925386
05157645,Le Ruisseau de Gardijol à Gardouch,2021-01-25,1301,Température de l'Eau,8.0,°C,1.685830535,43.390466949
05162800,Le Canal de St-Martory en amont du L'Herm,2021-01-25,1340,Nitrates,4.0,mg(NO3)/L,1.195596911,43.405632365
05175800,La Garonne à Marquefave,2021-01-25,1350,Phosphore total,0.045,mg/L,1.244433271,43.317081905
05165150,La lèze au niveau de Beaumont sur Lèze,2021-01-25,1350,Phosphore total,0.091,mg/L,1.350520249,43.380478349
05157360,L'Hers Mort à l'aval de Castanet,2021-01-25,1303,Conductivité à 25°C,570.0,µS/cm,1.501887793,43.545909907
05162600,Le Touch à Bérat,2021-01-25,1350,Phosphore total,0.33,mg(P)/L,1.17363407,43.38402718
05176000,L'Arize à Rieux Volvestre,2021-01-25,1350,Phosphore total,0.087,mg/L,1.203811363,43.258288273
05157360,L'Hers Mort à l'aval de Castanet,2021-01-25,1350,Phosphore total,0.35,mg(P)/L,1.501887793,43.545909907
05157645,Le Ruisseau de Gardijol à Gardouch,2021-01-25,1350,Phosphore total,0.12,mg(P)/L,1.685830535,43.390466949
05166000,Le Grand Hers à Calmont,2021-01-25,1350,Phosphore total,0.063,mg/L,1.632038784,43.286062063
05130100,Le Souet à Bondigoux,2021-01-25,1350,Phosphore total,0.257,mg(P)/L,1.552072489,43.850422136
05157600,Le Visenc à Baziège,2021-01-25,1302,Potentiel en Hydrogène (pH),8.1,unité pH,1.626050795,43.449560442
05176050,Le Ruisseau de Lazaou au niveau de Goutevernisse,2021-01-25,1302,Potentiel en Hydrogène (pH),8.0,unité pH,1.196394342,43.221454539
05157645,Le Ruisseau de Gardijol à Gardouch,2021-01-25,1303,Conductivité à 25°C,745.0,µS/cm,1.685830535,43.390466949
05162800,Le Canal de St-Martory en amont du L'Herm,2021-01-25,1303,Conductivité à 25°C,263.0,µS/cm,1.195596911,43.405632365
05157750,L'Hers Mort à Renneville,2021-01-25,1301,Température de l'Eau,8.0,°C,1.714998187,43.377680817
05162600,Le Touch à Bérat,2021-01-25,1340,Nitrates,18.0,mg(NO3)/L,1.17363407,43.38402718
05176050,Le Ruisseau de Lazaou au niveau de Goutevernisse,2021-01-25,1301,Température de l'Eau,8.3,°C,1.196394342,43.221454539
BF000337,CANAL ST MARTORY LASSERRE LHERM,2021-01-25,1340,Nitrates,4.0,mg/L,1.22754958,43.431338567
05157600,Le Visenc à Baziège,2021-01-25,1350,Phosphore total,1.1,mg(P)/L,1.626050795,43.449560442
05162620,Le Ruisseau de la Saverette au niveau de Savères,2021-01-25,1350,Phosphore total,0.5,mg(P)/L,1.116857563,43.368476345
05163800,Le Canal du Midi au niveau de Castanet,2021-01-25,1301,Température de l'Eau,7.0,°C,1.515785139,43.526123434
05129900,Ruisseau de Magnanac à Villemur-sur-Tarn,2021-01-25,1302,Potentiel en Hydrogène (pH),7.9,unité pH,1.493434415,43.875730514
05157550,La Rivel à Baziège,2021-01-25,1302,Potentiel en Hydrogène (pH),7.9,unité pH,1.594926497,43.462748566
05130100,Le Souet à Bondigoux,2021-01-25,1303,Conductivité à 25°C,443.0,µS/cm,1.552072489,43.850422136
05175000,La Louge à St-Hilaire,2021-01-25,1350,Phosphore total,0.105,mg/L,1.283828555,43.41939468
05157550,La Rivel à Baziège,2021-01-25,1340,Nitrates,54.0,mg(NO3)/L,1.594926497,43.462748566
05175800,La Garonne à Marquefave,2021-01-25,1340,Nitrates,5.3,mg/L,1.244433271,43.317081905
05165150,La lèze au niveau de Beaumont sur Lèze,2021-01-25,1340,Nitrates,25.9,mg/L,1.350520249,43.380478349
05175000,La Louge à St-Hilaire,2021-01-25,1301,Température de l'Eau,7.1,°C,1.283828555,43.41939468
05157510,Le Tissier à Montlaur,2021-01-25,1350,Phosphore total,1.1,mg(P)/L,1.574851925,43.47472413
05162605,Ruisseau des Feuillants à Bérat,2021-01-25,1303,Conductivité à 25°C,214.0,µS/cm,1.16818645,43.378805901
05176000,L'Arize à Rieux Volvestre,2021-01-25,1303,Conductivité à 25°C,378.0,µS/cm,1.203811363,43.258288273
05175000,La Louge à St-Hilaire,2021-01-25,1303,Conductivité à 25°C,324.0,µS/cm,1.283828555,43.41939468
05175400,La Garonne au Pont vieux de Muret,2021-01-25,1302,Potentiel en Hydrogène (pH),8.0,unité pH,1.327566713,43.45805307
05129900,Ruisseau de Magnanac à Villemur-sur-Tarn,2021-01-25,1303,Conductivité à 25°C,231.0,µS/cm,1.493434415,43.875730514
05157625,La Tésauque au niveau de Montesquieu Lauragais,2021-01-25,1303,Conductivité à 25°C,524.0,µS/cm,1.653852654,43.408879154
05129900,Ruisseau de Magnanac à Villemur-sur-Tarn,2021-01-25,1350,Phosphore total,0.437,mg(P)/L,1.493434415,43.875730514
05162600,Le Touch à Bérat,2021-01-25,1301,Température de l'Eau,8.0,°C,1.17363407,43.38402718
05129900,Ruisseau de Magnanac à Villemur-sur-Tarn,2021-01-25,1301,Température de l'Eau,7.5,°C,1.493434415,43.875730514
05157510,Le Tissier à Montlaur,2021-01-25,1340,Nitrates,31.0,mg(NO3)/L,1.574851925,43.47472413
05157670,Le Marès au niveau d'Avignonet Lauragais,2021-01-25,1301,Température de l'Eau,9.0,°C,1.774101034,43.379086096
05162605,Ruisseau des Feuillants à Bérat,2021-01-25,1301,Température de l'Eau,7.0,°C,1.16818645,43.378805901
05157670,Le Marès au niveau d'Avignonet Lauragais,2021-01-25,1350,Phosphore total,0.17,mg(P)/L,1.774101034,43.379086096
05130000,Le Tarn à Villemur,2021-01-25,1301,Température de l'Eau,6.8,°C,1.499660287,43.867985532
05175400,La Garonne au Pont vieux de Muret,2021-01-25,1301,Température de l'Eau,7.2,°C,1.327566713,43.45805307
05157750,L'Hers Mort à Renneville,2021-01-25,1303,Conductivité à 25°C,596.0,µS/cm,1.714998187,43.377680817
05157550,La Rivel à Baziège,2021-01-25,1301,Température de l'Eau,8.0,°C,1.594926497,43.462748566
05157750,L'Hers Mort à Renneville,2021-01-25,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.714998187,43.377680817
05157670,Le Marès au niveau d'Avignonet Lauragais,2021-01-25,1303,Conductivité à 25°C,657.0,µS/cm,1.774101034,43.379086096
05154100,La Gimone à Boulogne sur Gesse,2021-01-25,1340,Nitrates,7.0,mg(NO3)/L,0.630919964,43.292238629
05162620,Le Ruisseau de la Saverette au niveau de Savères,2021-01-25,1340,Nitrates,10.0,mg(NO3)/L,1.116857563,43.368476345
05130000,Le Tarn à Villemur,2021-01-25,1340,Nitrates,13.8,mg(NO3)/L,1.499660287,43.867985532
05129900,Ruisseau de Magnanac à Villemur-sur-Tarn,2021-01-25,1340,Nitrates,13.3,mg(NO3)/L,1.493434415,43.875730514
05166000,Le Grand Hers à Calmont,2021-01-25,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.632038784,43.286062063
05157670,Le Marès au niveau d'Avignonet Lauragais,2021-01-25,1340,Nitrates,65.0,mg(NO3)/L,1.774101034,43.379086096
05130000,Le Tarn à Villemur,2021-01-25,1303,Conductivité à 25°C,275.0,µS/cm,1.499660287,43.867985532
05175800,La Garonne à Marquefave,2021-01-25,1303,Conductivité à 25°C,278.0,µS/cm,1.244433271,43.317081905
05157625,La Tésauque au niveau de Montesquieu Lauragais,2021-01-25,1301,Température de l'Eau,8.0,°C,1.653852654,43.408879154
05157360,L'Hers Mort à l'aval de Castanet,2021-01-25,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.501887793,43.545909907
05157625,La Tésauque au niveau de Montesquieu Lauragais,2021-01-25,1340,Nitrates,15.0,mg(NO3)/L,1.653852654,43.408879154
05155655,La Save au niveau de Montgaillard sur Save,2021-01-25,1302,Potentiel en Hydrogène (pH),7.7,unité pH,0.711917004,43.258616735
05154100,La Gimone à Boulogne sur Gesse,2021-01-25,1303,Conductivité à 25°C,210.0,µS/cm,0.630919964,43.292238629
BF000337,CANAL ST MARTORY LASSERRE LHERM,2021-01-25,1350,Phosphore total,0.0,mg(P2O5)/L,1.22754958,43.431338567
05175400,La Garonne au Pont vieux de Muret,2021-01-25,1340,Nitrates,5.4,mg/L,1.327566713,43.45805307
05157600,Le Visenc à Baziège,2021-01-25,1301,Température de l'Eau,8.0,°C,1.626050795,43.449560442
05155655,La Save au niveau de Montgaillard sur Save,2021-01-25,1301,Température de l'Eau,8.0,°C,0.711917004,43.258616735
05175000,La Louge à St-Hilaire,2021-01-25,1340,Nitrates,19.9,mg/L,1.283828555,43.41939468
05157600,Le Visenc à Baziège,2021-01-25,1303,Conductivité à 25°C,449.0,µS/cm,1.626050795,43.449560442
05176050,Le Ruisseau de Lazaou au niveau de Goutevernisse,2021-01-25,1303,Conductivité à 25°C,305.0,µS/cm,1.196394342,43.221454539
05165150,La lèze au niveau de Beaumont sur Lèze,2021-01-25,1301,Température de l'Eau,7.4,°C,1.350520249,43.380478349
05157750,L'Hers Mort à Renneville,2021-01-25,1340,Nitrates,39.0,mg(NO3)/L,1.714998187,43.377680817
05157360,L'Hers Mort à l'aval de Castanet,2021-01-25,1340,Nitrates,32.0,mg(NO3)/L,1.501887793,43.545909907
05162800,Le Canal de St-Martory en amont du L'Herm,2021-01-25,1302,Potentiel en Hydrogène (pH),8.5,unité pH,1.195596911,43.405632365
05162605,Ruisseau des Feuillants à Bérat,2021-01-25,1340,Nitrates,7.0,mg(NO3)/L,1.16818645,43.378805901
05157510,Le Tissier à Montlaur,2021-01-25,1301,Température de l'Eau,8.0,°C,1.574851925,43.47472413
05176200,La Garonne à Carbonne,2021-01-25,1302,Potentiel en Hydrogène (pH),8.1,unité pH,1.216703022,43.290084066
05163800,Le Canal du Midi au niveau de Castanet,2021-01-25,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.515785139,43.526123434
05166000,Le Grand Hers à Calmont,2021-01-25,1340,Nitrates,15.9,mg/L,1.632038784,43.286062063
05162620,Le Ruisseau de la Saverette au niveau de Savères,2021-01-25,1302,Potentiel en Hydrogène (pH),7.8,unité pH,1.116857563,43.368476345
05157625,La Tésauque au niveau de Montesquieu Lauragais,2021-01-25,1350,Phosphore total,0.42,mg(P)/L,1.653852654,43.408879154
05130100,Le Souet à Bondigoux,2021-01-25,1340,Nitrates,20.6,mg(NO3)/L,1.552072489,43.850422136
05175400,La Garonne au Pont vieux de Muret,2021-01-25,1350,Phosphore total,0.045,mg/L,1.327566713,43.45805307
05162605,Ruisseau des Feuillants à Bérat,2021-01-25,1350,Phosphore total,0.45,mg(P)/L,1.16818645,43.378805901
05155655,La Save au niveau de Montgaillard sur Save,2021-01-25,1350,Phosphore total,0.14,mg(P)/L,0.711917004,43.258616735
05175800,La Garonne à Marquefave,2021-01-25,1301,Température de l'Eau,7.3,°C,1.244433271,43.317081905
05175100,La Louge à l'aval du Fousseret,2021-01-25,1301,Température de l'Eau,7.2,°C,1.133384155,43.303074173
05165150,La lèze au niveau de Beaumont sur Lèze,2021-01-25,1303,Conductivité à 25°C,510.0,µS/cm,1.350520249,43.380478349
05162605,Ruisseau des Feuillants à Bérat,2021-01-25,1302,Potentiel en Hydrogène (pH),7.8,unité pH,1.16818645,43.378805901
05157650,Le Marès à Villefranche de Lauragais,2021-01-25,1301,Température de l'Eau,8.0,°C,1.711000782,43.399767063
05175800,La Garonne à Marquefave,2021-01-25,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.244433271,43.317081905
05154100,La Gimone à Boulogne sur Gesse,2021-01-25,1350,Phosphore total,0.18,mg(P)/L,0.630919964,43.292238629
05162620,Le Ruisseau de la Saverette au niveau de Savères,2021-01-25,1301,Température de l'Eau,7.0,°C,1.116857563,43.368476345
05130100,Le Souet à Bondigoux,2021-01-25,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.552072489,43.850422136
05163800,Le Canal du Midi au niveau de Castanet,2021-01-25,1340,Nitrates,0.2,mg(NO3)/L,1.515785139,43.526123434
05157550,La Rivel à Baziège,2021-01-25,1303,Conductivité à 25°C,515.0,µS/cm,1.594926497,43.462748566
05162600,Le Touch à Bérat,2021-01-25,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.17363407,43.38402718
05157510,Le Tissier à Montlaur,2021-01-25,1303,Conductivité à 25°C,412.0,µS/cm,1.574851925,43.47472413
05175100,La Louge à l'aval du Fousseret,2021-01-25,1303,Conductivité à 25°C,317.0,µS/cm,1.133384155,43.303074173
05175100,La Louge à l'aval du Fousseret,2021-01-25,1340,Nitrates,16.6,mg/L,1.133384155,43.303074173
05157600,Le Visenc à Baziège,2021-01-25,1340,Nitrates,37.0,mg(NO3)/L,1.626050795,43.449560442
05157360,L'Hers Mort à l'aval de Castanet,2021-01-25,1301,Température de l'Eau,8.0,°C,1.501887793,43.545909907
05163800,Le Canal du Midi au niveau de Castanet,2021-01-25,1303,Conductivité à 25°C,410.0,µS/cm,1.515785139,43.526123434
05175100,La Louge à l'aval du Fousseret,2021-01-25,1302,Potentiel en Hydrogène (pH),8.0,unité pH,1.133384155,43.303074173
05157650,Le Marès à Villefranche de Lauragais,2021-01-25,1303,Conductivité à 25°C,625.0,µS/cm,1.711000782,43.399767063
05157650,Le Marès à Villefranche de Lauragais,2021-01-25,1340,Nitrates,50.0,mg(NO3)/L,1.711000782,43.399767063
05176200,La Garonne à Carbonne,2021-01-25,1340,Nitrates,4.4,mg/L,1.216703022,43.290084066
05130000,Le Tarn à Villemur,2021-01-25,1350,Phosphore total,0.098,mg(P)/L,1.499660287,43.867985532
05130100,Le Souet à Bondigoux,2021-01-25,1301,Température de l'Eau,7.6,°C,1.552072489,43.850422136
05176050,Le Ruisseau de Lazaou au niveau de Goutevernisse,2021-01-25,1340,Nitrates,6.5,mg/L,1.196394342,43.221454539
05162800,Le Canal de St-Martory en amont du L'Herm,2021-01-25,1301,Température de l'Eau,8.0,°C,1.195596911,43.405632365
05175000,La Louge à St-Hilaire,2021-01-25,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.283828555,43.41939468
05157645,Le Ruisseau de Gardijol à Gardouch,2021-01-25,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.685830535,43.390466949
05176000,L'Arize à Rieux Volvestre,2021-01-25,1302,Potentiel en Hydrogène (pH),8.1,unité pH,1.203811363,43.258288273
05157510,Le Tissier à Montlaur,2021-01-25,1302,Potentiel en Hydrogène (pH),8.0,unité pH,1.574851925,43.47472413
05155655,La Save au niveau de Montgaillard sur Save,2021-01-25,1303,Conductivité à 25°C,205.0,µS/cm,0.711917004,43.258616735
05176200,La Garonne à Carbonne,2021-01-25,1301,Température de l'Eau,7.4,°C,1.216703022,43.290084066
BF000337,CANAL ST MARTORY LASSERRE LHERM,2021-01-25,1303,Conductivité à 25°C,258.0,µS/cm,1.22754958,43.431338567
05162600,Le Touch à Bérat,2021-01-25,1303,Conductivité à 25°C,420.0,µS/cm,1.17363407,43.38402718
05155655,La Save au niveau de Montgaillard sur Save,2021-01-25,1340,Nitrates,15.0,mg(NO3)/L,0.711917004,43.258616735
05176200,La Garonne à Carbonne,2021-01-25,1303,Conductivité à 25°C,270.0,µS/cm,1.216703022,43.290084066
05166000,Le Grand Hers à Calmont,2021-01-25,1303,Conductivité à 25°C,457.0,µS/cm,1.632038784,43.286062063
05157650,Le Marès à Villefranche de Lauragais,2021-01-25,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.711000782,43.399767063
05157650,Le Marès à Villefranche de Lauragais,2021-01-25,1350,Phosphore total,0.08,mg(P)/L,1.711000782,43.399767063
05130000,Le Tarn à Villemur,2021-01-25,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.499660287,43.867985532
05162620,Le Ruisseau de la Saverette au niveau de Savères,2021-01-25,1303,Conductivité à 25°C,245.0,µS/cm,1.116857563,43.368476345
05162800,Le Canal de St-Martory en amont du L'Herm,2021-01-25,1350,Phosphore total,0.06,mg(P)/L,1.195596911,43.405632365
05157645,Le Ruisseau de Gardijol à Gardouch,2021-01-25,1340,Nitrates,36.0,mg(NO3)/L,1.685830535,43.390466949
05157625,La Tésauque au niveau de Montesquieu Lauragais,2021-01-25,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.653852654,43.408879154
05154100,La Gimone à Boulogne sur Gesse,2021-01-25,1302,Potentiel en Hydrogène (pH),7.9,unité pH,0.630919964,43.292238629
05165150,La lèze au niveau de Beaumont sur Lèze,2021-01-25,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.350520249,43.380478349
05176050,Le Ruisseau de Lazaou au niveau de Goutevernisse,2021-01-25,1350,Phosphore total,0.166,mg/L,1.196394342,43.221454539
05176000,L'Arize à Rieux Volvestre,2021-01-25,1340,Nitrates,9.6,mg/L,1.203811363,43.258288273
05175100,La Louge à l'aval du Fousseret,2021-01-25,1350,Phosphore total,0.103,mg/L,1.133384155,43.303074173
05157550,La Rivel à Baziège,2021-01-25,1350,Phosphore total,0.93,mg(P)/L,1.594926497,43.462748566
05175400,La Garonne au Pont vieux de Muret,2021-01-25,1303,Conductivité à 25°C,271.0,µS/cm,1.327566713,43.45805307
05157670,Le Marès au niveau d'Avignonet Lauragais,2021-01-25,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.774101034,43.379086096
05157750,L'Hers Mort à Renneville,2021-01-25,1350,Phosphore total,0.09,mg(P)/L,1.714998187,43.377680817
05176000,L'Arize à Rieux Volvestre,2021-01-25,1301,Température de l'Eau,7.9,°C,1.203811363,43.258288273
05154100,La Gimone à Boulogne sur Gesse,2021-01-25,1301,Température de l'Eau,7.0,°C,0.630919964,43.292238629
05176200,La Garonne à Carbonne,2021-01-25,1350,Phosphore total,0.037,mg/L,1.216703022,43.290084066
05166000,Le Grand Hers à Calmont,2021-01-25,1301,Température de l'Eau,8.2,°C,1.632038784,43.286062063
05163800,Le Canal du Midi au niveau de Castanet,2021-01-25,1350,Phosphore total,0.02,mg(P)/L,1.515785139,43.526123434
05134400,Le Sor en aval de Revel,2021-01-26,1350,Phosphore total,0.067,mg(P)/L,1.992900902,43.47464446
05159000,L'Aussonnelle à Cornebarrieu,2021-01-26,1302,Potentiel en Hydrogène (pH),7.9,unité pH,1.327303391,43.653155467
05161950,Le Touch à St-Michel du Touch,2021-01-26,1302,Potentiel en Hydrogène (pH),8.1,unité pH,1.395626096,43.62079603
05158800,Le Ruisseau du Panariol à Aussonne,2021-01-26,1350,Phosphore total,0.38,mg(P)/L,1.318741736,43.679663671
05184000,La Garonne au Pont du Roi,2021-01-26,1303,Conductivité à 25°C,191.0,µS/cm,0.735863431,42.849282942
05134432,La Rigole de la Plaine au niveau de Revel,2021-01-26,1301,Température de l'Eau,4.8,°C,1.955308076,43.435689477
05163440,La Saundrune en amont de la Garonne,2021-01-26,1302,Potentiel en Hydrogène (pH),7.8,unité pH,1.423091162,43.543713847
05134400,Le Sor en aval de Revel,2021-01-26,1303,Conductivité à 25°C,255.0,µS/cm,1.992900902,43.47464446
05181600,Le Ger à Boutx,2021-01-26,1303,Conductivité à 25°C,281.0,µS/cm,0.804923152,42.917018719
05134400,Le Sor en aval de Revel,2021-01-26,1302,Potentiel en Hydrogène (pH),7.8,unité pH,1.992900902,43.47464446
05183910,Le Ruisseau de Marignac à Marignac,2021-01-26,1340,Nitrates,2.27,mg/L,0.65364243,42.916159443
05130500,Ruisseau de Palmola à Bessières,2021-01-26,1340,Nitrates,29.2,mg(NO3)/L,1.57670803,43.807094119
05158090,Le ruisseau de Laragou à Bonrepos-Riquet,2021-01-26,1301,Température de l'Eau,6.0,°C,1.608357511,43.682674019
05163140,Le Bras inférieur Garonne dans Toulouse (rocade sud),2021-01-26,1303,Conductivité à 25°C,301.0,µS/cm,1.430782683,43.570552789
05183900,La Garonne en aval de la Pique,2021-01-26,1301,Température de l'Eau,5.7,°C,0.647410266,42.939145087
05158160,Le Balerme à Teulat,2021-01-26,1302,Potentiel en Hydrogène (pH),7.9,unité pH,1.691168709,43.63708569
05134432,La Rigole de la Plaine au niveau de Revel,2021-01-26,1302,Potentiel en Hydrogène (pH),7.7,unité pH,1.955308076,43.435689477
05183940,La Pique au niveau de Bagnères de Luchon,2021-01-26,1301,Température de l'Eau,4.4,°C,0.603382512,42.773626904
05161900,La Garonne à Blagnac,2021-01-26,1350,Phosphore total,0.16,mg(P)/L,1.400961721,43.624924498
05163290,La Garonne à l'entrée dans Toulouse,2021-01-26,1350,Phosphore total,0.11,mg(P)/L,1.436897496,43.572350837
05158200,La Vendinelle à Loubens-Lauragais,2021-01-26,1301,Température de l'Eau,7.0,°C,1.799080259,43.546455286
05183935,La Neste D'oô au niveau de Bagnères de Luchon,2021-01-26,1301,Température de l'Eau,4.1,°C,0.578713318,42.793942877
05159260,Le Courbet à Pibrac,2021-01-26,1340,Nitrates,13.0,mg(NO3)/L,1.286981282,43.622467745
05158141,Le ruisseau de Conné en amont de Verfeil,2021-01-26,1303,Conductivité à 25°C,734.0,µS/cm,1.658733821,43.671877492
05134380,Le Laudot au niveau de Montegut Lauragais,2021-01-26,1350,Phosphore total,0.135,mg(P)/L,1.954108864,43.482645008
05163000,La Garonne dans Toulouse (St-Pierre),2021-01-26,1340,Nitrates,12.0,mg(NO3)/L,1.435571267,43.601939515
05158160,Le Balerme à Teulat,2021-01-26,1303,Conductivité à 25°C,589.0,µS/cm,1.691168709,43.63708569
05184000,La Garonne au Pont du Roi,2021-01-26,1350,Phosphore total,0.01,mg/L,0.735863431,42.849282942
05159260,Le Courbet à Pibrac,2021-01-26,1303,Conductivité à 25°C,300.0,µS/cm,1.286981282,43.622467745
05163290,La Garonne à l'entrée dans Toulouse,2021-01-26,1303,Conductivité à 25°C,303.0,µS/cm,1.436897496,43.572350837
05158160,Le Balerme à Teulat,2021-01-26,1340,Nitrates,20.0,mg(NO3)/L,1.691168709,43.63708569
05163000,La Garonne dans Toulouse (St-Pierre),2021-01-26,1301,Température de l'Eau,7.0,°C,1.435571267,43.601939515
05134380,Le Laudot au niveau de Montegut Lauragais,2021-01-26,1303,Conductivité à 25°C,529.0,µS/cm,1.954108864,43.482645008
05163440,La Saundrune en amont de la Garonne,2021-01-26,1301,Température de l'Eau,8.0,°C,1.423091162,43.543713847
05163000,La Garonne dans Toulouse (St-Pierre),2021-01-26,1350,Phosphore total,0.11,mg(P)/L,1.435571267,43.601939515
05183930,La Pique à Cier de Luchon,2021-01-26,1340,Nitrates,1.75,mg/L,0.602333509,42.852679219
05159000,L'Aussonnelle à Cornebarrieu,2021-01-26,1340,Nitrates,16.0,mg(NO3)/L,1.327303391,43.653155467
05158280,Le Peyrencou au niveau de Loubens-Lauragais,2021-01-26,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.798080619,43.581808156
05163700,La Saudrune à l'aval du Bois Vert,2021-01-26,1301,Température de l'Eau,9.0,°C,1.39332015,43.539047635
05158141,Le ruisseau de Conné en amont de Verfeil,2021-01-26,1302,Potentiel en Hydrogène (pH),8.1,unité pH,1.658733821,43.671877492
05163700,La Saudrune à l'aval du Bois Vert,2021-01-26,1302,Potentiel en Hydrogène (pH),7.8,unité pH,1.39332015,43.539047635
05183940,La Pique au niveau de Bagnères de Luchon,2021-01-26,1302,Potentiel en Hydrogène (pH),8.0,unité pH,0.603382512,42.773626904
05183970,La Garonne au Plan d'Arem,2021-01-26,1350,Phosphore total,0.012,mg/L,0.742175301,42.857692252
05183970,La Garonne au Plan d'Arem,2021-01-26,1301,Température de l'Eau,4.8,°C,0.742175301,42.857692252
05163440,La Saundrune en amont de la Garonne,2021-01-26,1350,Phosphore total,0.21,mg(P)/L,1.423091162,43.543713847
05158200,La Vendinelle à Loubens-Lauragais,2021-01-26,1340,Nitrates,57.0,mg(NO3)/L,1.799080259,43.546455286
05162500,Le Touch en aval de Fonsorbes,2021-01-26,1340,Nitrates,19.0,mg(NO3)/L,1.260271198,43.524037222
05162980,Le Canal du Midi dans Toulouse (Béarnais),2021-01-26,1340,Nitrates,17.0,mg(NO3)/L,1.423967794,43.611851219
05181600,Le Ger à Boutx,2021-01-26,1340,Nitrates,2.3,mg/L,0.804923152,42.917018719
05130500,Ruisseau de Palmola à Bessières,2021-01-26,1303,Conductivité à 25°C,487.0,µS/cm,1.57670803,43.807094119
05163140,Le Bras inférieur Garonne dans Toulouse (rocade sud),2021-01-26,1301,Température de l'Eau,8.0,°C,1.430782683,43.570552789
05162500,Le Touch en aval de Fonsorbes,2021-01-26,1303,Conductivité à 25°C,385.0,µS/cm,1.260271198,43.524037222
05158141,Le ruisseau de Conné en amont de Verfeil,2021-01-26,1340,Nitrates,49.0,mg(NO3)/L,1.658733821,43.671877492
05162980,Le Canal du Midi dans Toulouse (Béarnais),2021-01-26,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.423967794,43.611851219
05162500,Le Touch en aval de Fonsorbes,2021-01-26,1301,Température de l'Eau,6.0,°C,1.260271198,43.524037222
05183940,La Pique au niveau de Bagnères de Luchon,2021-01-26,1303,Conductivité à 25°C,74.0,µS/cm,0.603382512,42.773626904
05183920,La Pique à Cier-Gaud,2021-01-26,1350,Phosphore total,0.011,mg/L,0.638599533,42.912231028
05183920,La Pique à Cier-Gaud,2021-01-26,1340,Nitrates,1.86,mg/L,0.638599533,42.912231028
05183910,Le Ruisseau de Marignac à Marignac,2021-01-26,1301,Température de l'Eau,3.5,°C,0.65364243,42.916159443
05163290,La Garonne à l'entrée dans Toulouse,2021-01-26,1301,Température de l'Eau,7.0,°C,1.436897496,43.572350837
05134540,Le Laudot au niveau de Revel,2021-01-26,1301,Température de l'Eau,4.6,°C,1.960507514,43.424672771
05158090,Le ruisseau de Laragou à Bonrepos-Riquet,2021-01-26,1350,Phosphore total,0.08,mg(P)/L,1.608357511,43.682674019
05159260,Le Courbet à Pibrac,2021-01-26,1302,Potentiel en Hydrogène (pH),7.8,unité pH,1.286981282,43.622467745
05130500,Ruisseau de Palmola à Bessières,2021-01-26,1301,Température de l'Eau,5.6,°C,1.57670803,43.807094119
05158800,Le Ruisseau du Panariol à Aussonne,2021-01-26,1340,Nitrates,19.0,mg(NO3)/L,1.318741736,43.679663671
05163100,Le Bras inférieur Garonne dans Toulouse (Coubertin),2021-01-26,1303,Conductivité à 25°C,303.0,µS/cm,1.430186212,43.585122999
