code_station,libelle_station,date_prelevement,code_parametre,libelle_parametre,resultat,symbole_unite,longitude,latitude
05165770,Le ruisseau de Tédèlou au niveau de Grepiac,2021-01-27,1301,Température de l'Eau,9.0,°C,1.477223385,43.414637812
05181900,Le Lavet à Villeneuve de Rivière,2021-01-27,1303,Conductivité à 25°C,137.0,µS/cm,0.648543937,43.115973775
05165000,La Lèze à Labarthe-sur-Lèze,2021-01-27,1301,Température de l'Eau,9.2,°C,1.406575617,43.450964783
05155100,La Garenne (Cédat) au Castéra,2021-01-27,1350,Phosphore total,0.07,mg(P)/L,1.134799933,43.651643675
05165760,L'Aise à Issus,2021-01-27,1301,Température de l'Eau,8.5,°C,1.443832556,43.427030658
05165890,La Jade au niveau de Cintegabelle,2021-01-27,1301,Température de l'Eau,9.0,°C,1.517125403,43.303170666
05165770,Le ruisseau de Tédèlou au niveau de Grepiac,2021-01-27,1303,Conductivité à 25°C,783.0,µS/cm,1.477223385,43.414637812
05156950,L'Hers mort au niveau de St-Sauveur,2021-01-27,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.380556327,43.750443226
05158000,Le Girou à Cépet,2021-01-27,1340,Nitrates,50.0,mg(NO3)/L,1.433921776,43.752663689
05155100,La Garenne (Cédat) au Castéra,2021-01-27,1303,Conductivité à 25°C,757.0,µS/cm,1.134799933,43.651643675
05165900,L'Ariège à Cintegabelle,2021-01-27,1303,Conductivité à 25°C,231.0,µS/cm,1.532947423,43.310764293
05181200,Le Job au droit de Juzet d'Izaut,2021-01-27,1350,Phosphore total,0.04,mg/L,0.740996546,42.981999128
05181100,Le Job au niveau d'Encausse les thermes,2021-01-27,1302,Potentiel en Hydrogène (pH),8.2,unité pH,0.751587141,43.064366285
05174000,La Garonne en amont de l'Ariège,2021-01-27,1301,Température de l'Eau,9.2,°C,1.387766337,43.512148118
05165770,Le ruisseau de Tédèlou au niveau de Grepiac,2021-01-27,1350,Phosphore total,0.082,mg/L,1.477223385,43.414637812
05154600,Le Saint-Pierre à St Cézert,2021-01-27,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.186008879,43.784730775
05157250,La Marcaissonne au niveau de Toulouse,2021-01-28,1350,Phosphore total,0.64,mg(P)/L,1.509655255,43.567434385
05178000,Le Salat à Roquefort,2021-01-28,1301,Température de l'Eau,8.1,°C,0.968803704,43.157846306
05157140,La Seillonne au niveau de Balma,2021-01-28,1303,Conductivité à 25°C,554.0,µS/cm,1.518210275,43.632525856
05178000,Le Salat à Roquefort,2021-01-28,1303,Conductivité à 25°C,168.0,µS/cm,0.968803704,43.157846306
05161000,La Garonne en aval de Toulouse,2021-01-28,1301,Température de l'Eau,10.0,°C,1.368139354,43.700396138
05158700,L'Aussonnelle à Seilh,2021-01-28,1302,Potentiel en Hydrogène (pH),8.0,unité pH,1.358402052,43.696469609
05157100,La Sausse à Toulouse,2021-01-28,1303,Conductivité à 25°C,520.0,µS/cm,1.483920545,43.646812257
05180900,La Garonne à Boussens (Pont de la D13),2021-01-28,1302,Potentiel en Hydrogène (pH),8.2,unité pH,0.961848368,43.160954225
05177600,La Garonne à Boussens (Pont de la déviation de la N117),2021-01-28,1301,Température de l'Eau,9.5,°C,0.974040196,43.17360075
05157100,La Sausse à Toulouse,2021-01-28,1340,Nitrates,35.4,mg(NO3)/L,1.483920545,43.646812257
05178100,Le Lens à Cassagne,2021-01-28,1340,Nitrates,4.59,mg/L,0.990667451,43.126404965
05178800,L'Arbas à Mane,2021-01-28,1302,Potentiel en Hydrogène (pH),8.3,unité pH,0.950161837,43.07876646
05178800,L'Arbas à Mane,2021-01-28,1350,Phosphore total,0.018,mg/L,0.950161837,43.07876646
05157140,La Seillonne au niveau de Balma,2021-01-28,1340,Nitrates,41.5,mg(NO3)/L,1.518210275,43.632525856
05158170,Le Dagour au niveau de Bourg-Saint-Bernard,2021-01-28,1301,Température de l'Eau,10.0,°C,1.681189706,43.617347138
05158150,Le Girou en amont de Verfeil,2021-01-28,1303,Conductivité à 25°C,589.0,µS/cm,1.652755251,43.641925945
05157150,La Seillonne au niveau de Dremil Lafage,2021-01-28,1302,Potentiel en Hydrogène (pH),8.0,unité pH,1.616522682,43.584866574
05157100,La Sausse à Toulouse,2021-01-28,1302,Potentiel en Hydrogène (pH),8.0,unité pH,1.483920545,43.646812257
05157100,La Sausse à Toulouse,2021-01-28,1301,Température de l'Eau,10.0,°C,1.483920545,43.646812257
05158150,Le Girou en amont de Verfeil,2021-01-28,1340,Nitrates,44.2,mg(NO3)/L,1.652755251,43.641925945
05158150,Le Girou en amont de Verfeil,2021-01-28,1301,Température de l'Eau,11.0,°C,1.652755251,43.641925945
05180900,La Garonne à Boussens (Pont de la D13),2021-01-28,1301,Température de l'Eau,8.9,°C,0.961848368,43.160954225
05161500,La Garonne au Syndicat Centre et Nord,2021-01-28,1301,Température de l'Eau,11.0,°C,1.403577731,43.664021872
05158150,Le Girou en amont de Verfeil,2021-01-28,1350,Phosphore total,0.41,mg(P)/L,1.652755251,43.641925945
05178100,Le Lens à Cassagne,2021-01-28,1303,Conductivité à 25°C,372.0,µS/cm,0.990667451,43.126404965
05177600,La Garonne à Boussens (Pont de la déviation de la N117),2021-01-28,1340,Nitrates,4.86,mg/L,0.974040196,43.17360075
05177600,La Garonne à Boussens (Pont de la déviation de la N117),2021-01-28,1303,Conductivité à 25°C,361.0,µS/cm,0.974040196,43.17360075
05158170,Le Dagour au niveau de Bourg-Saint-Bernard,2021-01-28,1350,Phosphore total,0.44,mg(P)/L,1.681189706,43.617347138
05177600,La Garonne à Boussens (Pont de la déviation de la N117),2021-01-28,1350,Phosphore total,0.127,mg/L,0.974040196,43.17360075
05178000,Le Salat à Roquefort,2021-01-28,1340,Nitrates,2.38,mg/L,0.968803704,43.157846306
05157140,La Seillonne au niveau de Balma,2021-01-28,1301,Température de l'Eau,10.0,°C,1.518210275,43.632525856
05157150,La Seillonne au niveau de Dremil Lafage,2021-01-28,1301,Température de l'Eau,9.0,°C,1.616522682,43.584866574
05161000,La Garonne en aval de Toulouse,2021-01-28,1350,Phosphore total,0.19,mg(P)/L,1.368139354,43.700396138
05161500,La Garonne au Syndicat Centre et Nord,2021-01-28,1303,Conductivité à 25°C,275.0,µS/cm,1.403577731,43.664021872
05158700,L'Aussonnelle à Seilh,2021-01-28,1301,Température de l'Eau,10.0,°C,1.358402052,43.696469609
05157150,La Seillonne au niveau de Dremil Lafage,2021-01-28,1340,Nitrates,44.2,mg(NO3)/L,1.616522682,43.584866574
05178100,Le Lens à Cassagne,2021-01-28,1301,Température de l'Eau,9.7,°C,0.990667451,43.126404965
05180900,La Garonne à Boussens (Pont de la D13),2021-01-28,1303,Conductivité à 25°C,200.0,µS/cm,0.961848368,43.160954225
05157250,La Marcaissonne au niveau de Toulouse,2021-01-28,1340,Nitrates,38.3,mg(NO3)/L,1.509655255,43.567434385
05161000,La Garonne en aval de Toulouse,2021-01-28,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.368139354,43.700396138
05158700,L'Aussonnelle à Seilh,2021-01-28,1340,Nitrates,13.7,mg(NO3)/L,1.358402052,43.696469609
05178800,L'Arbas à Mane,2021-01-28,1301,Température de l'Eau,9.8,°C,0.950161837,43.07876646
05158700,L'Aussonnelle à Seilh,2021-01-28,1303,Conductivité à 25°C,302.0,µS/cm,1.358402052,43.696469609
05157250,La Marcaissonne au niveau de Toulouse,2021-01-28,1303,Conductivité à 25°C,508.0,µS/cm,1.509655255,43.567434385
05178100,Le Lens à Cassagne,2021-01-28,1302,Potentiel en Hydrogène (pH),8.2,unité pH,0.990667451,43.126404965
05158170,Le Dagour au niveau de Bourg-Saint-Bernard,2021-01-28,1302,Potentiel en Hydrogène (pH),8.0,unité pH,1.681189706,43.617347138
05157140,La Seillonne au niveau de Balma,2021-01-28,1350,Phosphore total,0.42,mg(P)/L,1.518210275,43.632525856
05178800,L'Arbas à Mane,2021-01-28,1340,Nitrates,4.72,mg/L,0.950161837,43.07876646
05158700,L'Aussonnelle à Seilh,2021-01-28,1350,Phosphore total,0.42,mg(P)/L,1.358402052,43.696469609
05161500,La Garonne au Syndicat Centre et Nord,2021-01-28,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.403577731,43.664021872
05180900,La Garonne à Boussens (Pont de la D13),2021-01-28,1340,Nitrates,2.93,mg/L,0.961848368,43.160954225
05157250,La Marcaissonne au niveau de Toulouse,2021-01-28,1302,Potentiel en Hydrogène (pH),8.1,unité pH,1.509655255,43.567434385
05178000,Le Salat à Roquefort,2021-01-28,1350,Phosphore total,0.066,mg/L,0.968803704,43.157846306
05178800,L'Arbas à Mane,2021-01-28,1303,Conductivité à 25°C,304.0,µS/cm,0.950161837,43.07876646
05161000,La Garonne en aval de Toulouse,2021-01-28,1303,Conductivité à 25°C,267.0,µS/cm,1.368139354,43.700396138
05161500,La Garonne au Syndicat Centre et Nord,2021-01-28,1340,Nitrates,5.9,mg(NO3)/L,1.403577731,43.664021872
05157250,La Marcaissonne au niveau de Toulouse,2021-01-28,1301,Température de l'Eau,10.0,°C,1.509655255,43.567434385
05157140,La Seillonne au niveau de Balma,2021-01-28,1302,Potentiel en Hydrogène (pH),7.9,unité pH,1.518210275,43.632525856
05180900,La Garonne à Boussens (Pont de la D13),2021-01-28,1350,Phosphore total,0.098,mg/L,0.961848368,43.160954225
05157150,La Seillonne au niveau de Dremil Lafage,2021-01-28,1303,Conductivité à 25°C,580.0,µS/cm,1.616522682,43.584866574
05178000,Le Salat à Roquefort,2021-01-28,1302,Potentiel en Hydrogène (pH),8.2,unité pH,0.968803704,43.157846306
05158170,Le Dagour au niveau de Bourg-Saint-Bernard,2021-01-28,1340,Nitrates,57.1,mg(NO3)/L,1.681189706,43.617347138
05161000,La Garonne en aval de Toulouse,2021-01-28,1340,Nitrates,5.7,mg(NO3)/L,1.368139354,43.700396138
05158150,Le Girou en amont de Verfeil,2021-01-28,1302,Potentiel en Hydrogène (pH),8.1,unité pH,1.652755251,43.641925945
05178100,Le Lens à Cassagne,2021-01-28,1350,Phosphore total,0.029,mg/L,0.990667451,43.126404965
05161500,La Garonne au Syndicat Centre et Nord,2021-01-28,1350,Phosphore total,0.25,mg(P)/L,1.403577731,43.664021872
05158170,Le Dagour au niveau de Bourg-Saint-Bernard,2021-01-28,1303,Conductivité à 25°C,666.0,µS/cm,1.681189706,43.617347138
05157100,La Sausse à Toulouse,2021-01-28,1350,Phosphore total,0.47,mg(P)/L,1.483920545,43.646812257
05177600,La Garonne à Boussens (Pont de la déviation de la N117),2021-01-28,1302,Potentiel en Hydrogène (pH),8.4,unité pH,0.974040196,43.17360075
05157150,La Seillonne au niveau de Dremil Lafage,2021-01-28,1350,Phosphore total,0.26,mg(P)/L,1.616522682,43.584866574
BF000350,BUZET PRISE TARN,2021-02-09,1303,Conductivité à 25°C,250.0,µS/cm,1.610481455,43.760774137
BF000350,BUZET PRISE TARN,2021-02-09,1350,Phosphore total,0.0,mg(P2O5)/L,1.610481455,43.760774137
BF000350,BUZET PRISE TARN,2021-02-09,1340,Nitrates,11.0,mg/L,1.610481455,43.760774137
BF000003,CLAIRFONT,2021-02-15,1340,Nitrates,6.0,mg/L,1.401312906,43.530994507
BF000003,CLAIRFONT,2021-02-15,1350,Phosphore total,0.0,mg(P2O5)/L,1.401312906,43.530994507
BF000003,CLAIRFONT,2021-02-15,1303,Conductivité à 25°C,267.0,µS/cm,1.401312906,43.530994507
05130100,Le Souet à Bondigoux,2021-02-22,1350,Phosphore total,0.022,mg(P)/L,1.552072489,43.850422136
05162600,Le Touch à Bérat,2021-02-22,1303,Conductivité à 25°C,582.0,µS/cm,1.17363407,43.38402718
05162500,Le Touch en aval de Fonsorbes,2021-02-22,1350,Phosphore total,0.08,mg(P)/L,1.260271198,43.524037222
05154100,La Gimone à Boulogne sur Gesse,2021-02-22,1340,Nitrates,5.9,mg(NO3)/L,0.630919964,43.292238629
05162600,Le Touch à Bérat,2021-02-22,1301,Température de l'Eau,10.0,°C,1.17363407,43.38402718
BF000326,MARQUISAT  PRISE CANAL,2021-02-22,1303,Conductivité à 25°C,280.0,µS/cm,1.32825987,43.577005313
05162800,Le Canal de St-Martory en amont du L'Herm,2021-02-22,1301,Température de l'Eau,10.0,°C,1.195596911,43.405632365
05130000,Le Tarn à Villemur,2021-02-22,1303,Conductivité à 25°C,59.0,µS/cm,1.499660287,43.867985532
05162800,Le Canal de St-Martory en amont du L'Herm,2021-02-22,1340,Nitrates,3.7,mg(NO3)/L,1.195596911,43.405632365
05181700,Le Canal de la Gentille,2021-02-22,1340,Nitrates,3.08,mg/L,0.748417491,43.102630456
05181000,La Garonne à Labarthe Inard,2021-02-22,1350,Phosphore total,0.02,mg/L,0.841394789,43.094456213
05130000,Le Tarn à Villemur,2021-02-22,1340,Nitrates,11.6,mg(NO3)/L,1.499660287,43.867985532
05130000,Le Tarn à Villemur,2021-02-22,1350,Phosphore total,0.041,mg(P)/L,1.499660287,43.867985532
BF000062,LA NAVERRE PRISE GARONNE,2021-02-22,1350,Phosphore total,0.0,mg(P2O5)/L,1.311642857,43.446710717
05162500,Le Touch en aval de Fonsorbes,2021-02-22,1340,Nitrates,13.5,mg(NO3)/L,1.260271198,43.524037222
05130100,Le Souet à Bondigoux,2021-02-22,1301,Température de l'Eau,11.3,°C,1.552072489,43.850422136
05155100,La Garenne (Cédat) au Castéra,2021-02-22,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.134799933,43.651643675
05181800,La Garonne à Valentine,2021-02-22,1350,Phosphore total,0.011,mg/L,0.706309886,43.097693069
BF000315,CESERET PRISE D'EAU GARONNE,2021-02-22,1340,Nitrates,4.0,mg/L,1.214071753,43.291921179
BF000315,CESERET PRISE D'EAU GARONNE,2021-02-22,1303,Conductivité à 25°C,258.0,µS/cm,1.214071753,43.291921179
05162600,Le Touch à Bérat,2021-02-22,1350,Phosphore total,0.03,mg(P)/L,1.17363407,43.38402718
05162800,Le Canal de St-Martory en amont du L'Herm,2021-02-22,1350,Phosphore total,0.02,mg(P)/L,1.195596911,43.405632365
05162500,Le Touch en aval de Fonsorbes,2021-02-22,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.260271198,43.524037222
05154100,La Gimone à Boulogne sur Gesse,2021-02-22,1302,Potentiel en Hydrogène (pH),8.2,unité pH,0.630919964,43.292238629
05162520,La Saudrune à St Lys,2021-02-22,1350,Phosphore total,0.19,mg(P)/L,1.211280264,43.490752918
05130000,Le Tarn à Villemur,2021-02-22,1301,Température de l'Eau,10.2,°C,1.499660287,43.867985532
05181700,Le Canal de la Gentille,2021-02-22,1303,Conductivité à 25°C,209.0,µS/cm,0.748417491,43.102630456
BF000002,PECH DAVID,2021-02-22,1350,Phosphore total,0.0,mg(P2O5)/L,1.419491118,43.60934733
BF000062,LA NAVERRE PRISE GARONNE,2021-02-22,1303,Conductivité à 25°C,269.0,µS/cm,1.311642857,43.446710717
05181000,La Garonne à Labarthe Inard,2021-02-22,1302,Potentiel en Hydrogène (pH),8.1,unité pH,0.841394789,43.094456213
05155655,La Save au niveau de Montgaillard sur Save,2021-02-22,1350,Phosphore total,0.01,mg(P)/L,0.711917004,43.258616735
05154100,La Gimone à Boulogne sur Gesse,2021-02-22,1350,Phosphore total,0.01,mg(P)/L,0.630919964,43.292238629
05181000,La Garonne à Labarthe Inard,2021-02-22,1301,Température de l'Eau,9.1,°C,0.841394789,43.094456213
05162520,La Saudrune à St Lys,2021-02-22,1303,Conductivité à 25°C,261.0,µS/cm,1.211280264,43.490752918
05181700,Le Canal de la Gentille,2021-02-22,1350,Phosphore total,0.014,mg/L,0.748417491,43.102630456
05155100,La Garenne (Cédat) au Castéra,2021-02-22,1340,Nitrates,48.6,mg(NO3)/L,1.134799933,43.651643675
05162520,La Saudrune à St Lys,2021-02-22,1301,Température de l'Eau,10.0,°C,1.211280264,43.490752918
BF000002,PECH DAVID,2021-02-22,1303,Conductivité à 25°C,776.0,µS/cm,1.419491118,43.60934733
BF000002,PECH DAVID,2021-02-22,1340,Nitrates,6.0,mg/L,1.419491118,43.60934733
05162800,Le Canal de St-Martory en amont du L'Herm,2021-02-22,1302,Potentiel en Hydrogène (pH),8.4,unité pH,1.195596911,43.405632365
05162800,Le Canal de St-Martory en amont du L'Herm,2021-02-22,1303,Conductivité à 25°C,273.0,µS/cm,1.195596911,43.405632365
05181800,La Garonne à Valentine,2021-02-22,1301,Température de l'Eau,8.7,°C,0.706309886,43.097693069
05162500,Le Touch en aval de Fonsorbes,2021-02-22,1301,Température de l'Eau,10.0,°C,1.260271198,43.524037222
05181800,La Garonne à Valentine,2021-02-22,1303,Conductivité à 25°C,207.0,µS/cm,0.706309886,43.097693069
05154100,La Gimone à Boulogne sur Gesse,2021-02-22,1303,Conductivité à 25°C,227.0,µS/cm,0.630919964,43.292238629
05162520,La Saudrune à St Lys,2021-02-22,1340,Nitrates,13.8,mg(NO3)/L,1.211280264,43.490752918
05155655,La Save au niveau de Montgaillard sur Save,2021-02-22,1302,Potentiel en Hydrogène (pH),8.4,unité pH,0.711917004,43.258616735
05181700,Le Canal de la Gentille,2021-02-22,1301,Température de l'Eau,9.7,°C,0.748417491,43.102630456
05181800,La Garonne à Valentine,2021-02-22,1340,Nitrates,2.53,mg/L,0.706309886,43.097693069
BF000326,MARQUISAT  PRISE CANAL,2021-02-22,1340,Nitrates,4.0,mg/L,1.32825987,43.577005313
BF000326,MARQUISAT  PRISE CANAL,2021-02-22,1350,Phosphore total,0.0,mg(P2O5)/L,1.32825987,43.577005313
05155655,La Save au niveau de Montgaillard sur Save,2021-02-22,1340,Nitrates,8.3,mg(NO3)/L,0.711917004,43.258616735
05162520,La Saudrune à St Lys,2021-02-22,1302,Potentiel en Hydrogène (pH),7.8,unité pH,1.211280264,43.490752918
05130100,Le Souet à Bondigoux,2021-02-22,1303,Conductivité à 25°C,72.0,µS/cm,1.552072489,43.850422136
05155655,La Save au niveau de Montgaillard sur Save,2021-02-22,1301,Température de l'Eau,10.0,°C,0.711917004,43.258616735
05154100,La Gimone à Boulogne sur Gesse,2021-02-22,1301,Température de l'Eau,9.0,°C,0.630919964,43.292238629
05130000,Le Tarn à Villemur,2021-02-22,1302,Potentiel en Hydrogène (pH),8.1,unité pH,1.499660287,43.867985532
05162500,Le Touch en aval de Fonsorbes,2021-02-22,1303,Conductivité à 25°C,404.0,µS/cm,1.260271198,43.524037222
05155100,La Garenne (Cédat) au Castéra,2021-02-22,1303,Conductivité à 25°C,779.0,µS/cm,1.134799933,43.651643675
BF000315,CESERET PRISE D'EAU GARONNE,2021-02-22,1350,Phosphore total,0.0,mg(P2O5)/L,1.214071753,43.291921179
05130100,Le Souet à Bondigoux,2021-02-22,1302,Potentiel en Hydrogène (pH),8.1,unité pH,1.552072489,43.850422136
05155100,La Garenne (Cédat) au Castéra,2021-02-22,1301,Température de l'Eau,11.0,°C,1.134799933,43.651643675
05181700,Le Canal de la Gentille,2021-02-22,1302,Potentiel en Hydrogène (pH),7.9,unité pH,0.748417491,43.102630456
05181000,La Garonne à Labarthe Inard,2021-02-22,1303,Conductivité à 25°C,264.0,µS/cm,0.841394789,43.094456213
05155655,La Save au niveau de Montgaillard sur Save,2021-02-22,1303,Conductivité à 25°C,222.0,µS/cm,0.711917004,43.258616735
05155100,La Garenne (Cédat) au Castéra,2021-02-22,1350,Phosphore total,0.02,mg(P)/L,1.134799933,43.651643675
05181800,La Garonne à Valentine,2021-02-22,1302,Potentiel en Hydrogène (pH),8.0,unité pH,0.706309886,43.097693069
05162600,Le Touch à Bérat,2021-02-22,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.17363407,43.38402718
05181000,La Garonne à Labarthe Inard,2021-02-22,1340,Nitrates,3.49,mg/L,0.841394789,43.094456213
05162600,Le Touch à Bérat,2021-02-22,1340,Nitrates,16.4,mg(NO3)/L,1.17363407,43.38402718
05130100,Le Souet à Bondigoux,2021-02-22,1340,Nitrates,29.5,mg(NO3)/L,1.552072489,43.850422136
BF000062,LA NAVERRE PRISE GARONNE,2021-02-22,1340,Nitrates,4.0,mg/L,1.311642857,43.446710717
05158090,Le ruisseau de Laragou à Bonrepos-Riquet,2021-02-23,1301,Température de l'Eau,10.0,°C,1.608357511,43.682674019
05157510,Le Tissier à Montlaur,2021-02-23,1350,Phosphore total,0.14,mg(P)/L,1.574851925,43.47472413
05175100,La Louge à l'aval du Fousseret,2021-02-23,1302,Potentiel en Hydrogène (pH),8.7,unité pH,1.133384155,43.303074173
05159000,L'Aussonnelle à Cornebarrieu,2021-02-23,1302,Potentiel en Hydrogène (pH),8.1,unité pH,1.327303391,43.653155467
05157600,Le Visenc à Baziège,2021-02-23,1340,Nitrates,37.3,mg(NO3)/L,1.626050795,43.449560442
05160000,Le Canal Latéral au droit de Lespinasse,2021-02-23,1303,Conductivité à 25°C,293.0,µS/cm,1.386478721,43.709489755
05176100,Le Montbrun en amont de Montbrun Bocage,2021-02-23,1303,Conductivité à 25°C,474.0,µS/cm,1.247176815,43.104881447
05160000,Le Canal Latéral au droit de Lespinasse,2021-02-23,1350,Phosphore total,0.03,mg(P)/L,1.386478721,43.709489755
05177600,La Garonne à Boussens (Pont de la déviation de la N117),2021-02-23,1302,Potentiel en Hydrogène (pH),8.0,unité pH,0.974040196,43.17360075
05161500,La Garonne au Syndicat Centre et Nord,2021-02-23,1340,Nitrates,6.5,mg(NO3)/L,1.403577731,43.664021872
05154600,Le Saint-Pierre à St Cézert,2021-02-23,1303,Conductivité à 25°C,794.0,µS/cm,1.186008879,43.784730775
05157670,Le Marès au niveau d'Avignonet Lauragais,2021-02-23,1301,Température de l'Eau,11.0,°C,1.774101034,43.379086096
05134400,Le Sor en aval de Revel,2021-02-23,1301,Température de l'Eau,10.2,°C,1.992900902,43.47464446
05165150,La lèze au niveau de Beaumont sur Lèze,2021-02-23,1301,Température de l'Eau,11.3,°C,1.350520249,43.380478349
05184000,La Garonne au Pont du Roi,2021-02-23,1302,Potentiel en Hydrogène (pH),7.7,unité pH,0.735863431,42.849282942
05178000,Le Salat à Roquefort,2021-02-23,1302,Potentiel en Hydrogène (pH),8.1,unité pH,0.968803704,43.157846306
05159000,L'Aussonnelle à Cornebarrieu,2021-02-23,1301,Température de l'Eau,11.0,°C,1.327303391,43.653155467
05157360,L'Hers Mort à l'aval de Castanet,2021-02-23,1340,Nitrates,39.8,mg(NO3)/L,1.501887793,43.545909907
05158700,L'Aussonnelle à Seilh,2021-02-23,1303,Conductivité à 25°C,611.0,µS/cm,1.358402052,43.696469609
05161900,La Garonne à Blagnac,2021-02-23,1350,Phosphore total,0.02,mg(P)/L,1.400961721,43.624924498
05161000,La Garonne en aval de Toulouse,2021-02-23,1350,Phosphore total,0.03,mg(P)/L,1.368139354,43.700396138
05158200,La Vendinelle à Loubens-Lauragais,2021-02-23,1303,Conductivité à 25°C,660.0,µS/cm,1.799080259,43.546455286
05157100,La Sausse à Toulouse,2021-02-23,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.483920545,43.646812257
05180900,La Garonne à Boussens (Pont de la D13),2021-02-23,1301,Température de l'Eau,8.6,°C,0.961848368,43.160954225
05177600,La Garonne à Boussens (Pont de la déviation de la N117),2021-02-23,1350,Phosphore total,0.016,mg/L,0.974040196,43.17360075
05157750,L'Hers Mort à Renneville,2021-02-23,1340,Nitrates,35.6,mg(NO3)/L,1.714998187,43.377680817
05161500,La Garonne au Syndicat Centre et Nord,2021-02-23,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.403577731,43.664021872
05181600,Le Ger à Boutx,2021-02-23,1302,Potentiel en Hydrogène (pH),7.8,unité pH,0.804923152,42.917018719
05183900,La Garonne en aval de la Pique,2021-02-23,1303,Conductivité à 25°C,167.0,µS/cm,0.647410266,42.939145087
05157550,La Rivel à Baziège,2021-02-23,1301,Température de l'Eau,12.0,°C,1.594926497,43.462748566
05158150,Le Girou en amont de Verfeil,2021-02-23,1303,Conductivité à 25°C,672.0,µS/cm,1.652755251,43.641925945
05157360,L'Hers Mort à l'aval de Castanet,2021-02-23,1350,Phosphore total,0.18,mg(P)/L,1.501887793,43.545909907
05183930,La Pique à Cier de Luchon,2021-02-23,1301,Température de l'Eau,7.7,°C,0.602333509,42.852679219
05184000,La Garonne au Pont du Roi,2021-02-23,1350,Phosphore total,0.018,mg/L,0.735863431,42.849282942
05175100,La Louge à l'aval du Fousseret,2021-02-23,1301,Température de l'Eau,9.3,°C,1.133384155,43.303074173
05161900,La Garonne à Blagnac,2021-02-23,1303,Conductivité à 25°C,282.0,µS/cm,1.400961721,43.624924498
05183930,La Pique à Cier de Luchon,2021-02-23,1303,Conductivité à 25°C,145.0,µS/cm,0.602333509,42.852679219
05157510,Le Tissier à Montlaur,2021-02-23,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.574851925,43.47472413
05176850,Le Volp au Plan,2021-02-23,1340,Nitrates,3.33,mg/L,1.11771413,43.17017534
05180900,La Garonne à Boussens (Pont de la D13),2021-02-23,1350,Phosphore total,0.016,mg/L,0.961848368,43.160954225
05177600,La Garonne à Boussens (Pont de la déviation de la N117),2021-02-23,1340,Nitrates,2.97,mg/L,0.974040196,43.17360075
05163290,La Garonne à l'entrée dans Toulouse,2021-02-23,1350,Phosphore total,0.02,mg(P)/L,1.436897496,43.572350837
05157645,Le Ruisseau de Gardijol à Gardouch,2021-02-23,1301,Température de l'Eau,11.0,°C,1.685830535,43.390466949
05158150,Le Girou en amont de Verfeil,2021-02-23,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.652755251,43.641925945
05175800,La Garonne à Marquefave,2021-02-23,1301,Température de l'Eau,9.7,°C,1.244433271,43.317081905
05158170,Le Dagour au niveau de Bourg-Saint-Bernard,2021-02-23,1340,Nitrates,42.8,mg(NO3)/L,1.681189706,43.617347138
05163290,La Garonne à l'entrée dans Toulouse,2021-02-23,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.436897496,43.572350837
05158170,Le Dagour au niveau de Bourg-Saint-Bernard,2021-02-23,1350,Phosphore total,0.02,mg(P)/L,1.681189706,43.617347138
05158200,La Vendinelle à Loubens-Lauragais,2021-02-23,1301,Température de l'Eau,11.0,°C,1.799080259,43.546455286
05184000,La Garonne au Pont du Roi,2021-02-23,1301,Température de l'Eau,6.1,°C,0.735863431,42.849282942
05163100,Le Bras inférieur Garonne dans Toulouse (Coubertin),2021-02-23,1350,Phosphore total,0.02,mg(P)/L,1.430186212,43.585122999
05158700,L'Aussonnelle à Seilh,2021-02-23,1350,Phosphore total,0.08,mg(P)/L,1.358402052,43.696469609
05158141,Le ruisseau de Conné en amont de Verfeil,2021-02-23,1340,Nitrates,45.0,mg(NO3)/L,1.658733821,43.671877492
05157600,Le Visenc à Baziège,2021-02-23,1303,Conductivité à 25°C,720.0,µS/cm,1.626050795,43.449560442
05157150,La Seillonne au niveau de Dremil Lafage,2021-02-23,1303,Conductivité à 25°C,750.0,µS/cm,1.616522682,43.584866574
05157150,La Seillonne au niveau de Dremil Lafage,2021-02-23,1301,Température de l'Eau,11.0,°C,1.616522682,43.584866574
05159000,L'Aussonnelle à Cornebarrieu,2021-02-23,1350,Phosphore total,0.07,mg(P)/L,1.327303391,43.653155467
05176100,Le Montbrun en amont de Montbrun Bocage,2021-02-23,1302,Potentiel en Hydrogène (pH),8.1,unité pH,1.247176815,43.104881447
05163140,Le Bras inférieur Garonne dans Toulouse (rocade sud),2021-02-23,1303,Conductivité à 25°C,283.0,µS/cm,1.430782683,43.570552789
05157100,La Sausse à Toulouse,2021-02-23,1301,Température de l'Eau,12.0,°C,1.483920545,43.646812257
