eventDate,scientificName,family,order,decimalLatitude,decimalLongitude,waterBody
2023-04-26,Animalia,,,51.06163,4.40441,Scheldt river basin;HAZEWINKEL;BEVL05_198
2023-04-26,"Sigara Fabricius, 1775",Corixidae,Hemiptera,51.06163,4.40441,Scheldt river basin;HAZEWINKEL;BEVL05_198
2023-04-26,Gammaridae,Gammaridae,Amphipoda,51.06163,4.40441,Scheldt river basin;HAZEWINKEL;BEVL05_198
2023-04-26,"Platycnemis Burmeister, 1839",Platycnemididae,Odonata,51.06163,4.40441,Scheldt river basin;HAZEWINKEL;BEVL05_198
2023-04-26,Animalia,,,51.06398,4.39419,Scheldt river basin;HAZEWINKEL;BEVL05_198
2023-04-26,"Pisidium C.Pfeiffer, 1821",Sphaeriidae,Sphaeriida,51.06398,4.39419,Scheldt river basin;HAZEWINKEL;BEVL05_198
2023-04-26,"Erpobdella Lamarck, 1818",Erpobdellidae,Arhynchobdellida,51.06665,4.39531,Scheldt river basin;HAZEWINKEL;BEVL05_198
2023-04-26,Crangonyctidae,Crangonyctidae,Amphipoda,51.06665,4.39531,Scheldt river basin;HAZEWINKEL;BEVL05_198
2023-04-26,"Ischnura Charpentier, 1840",Coenagrionidae,Odonata,51.06665,4.39531,Scheldt river basin;HAZEWINKEL;BEVL05_198
2023-04-26,Animalia,,,51.06665,4.39531,Scheldt river basin;HAZEWINKEL;BEVL05_198
2023-04-14,Tubificidae,Naididae,Tubificida,51.15485,4.59151,Scheldt river basin;BEGGELBEEK;BEVL_L107_656
2023-04-14,Chironomidae,Chironomidae,Diptera,51.15485,4.59151,Scheldt river basin;BEGGELBEEK;BEVL_L107_656
2023-04-14,Dryopidae,Dryopidae,Coleoptera,51.15485,4.59151,Scheldt river basin;BEGGELBEEK;BEVL_L107_656
2023-04-14,"Hesperocorixa Kirkaldy, 1908",Corixidae,Hemiptera,51.15485,4.59151,Scheldt river basin;BEGGELBEEK;BEVL_L107_656
2023-04-14,"Physella Haldeman, 1842",Physidae,,51.15485,4.59151,Scheldt river basin;BEGGELBEEK;BEVL_L107_656
2023-04-28,Gammaridae,Gammaridae,Amphipoda,51.23223,5.16548,Scheldt river basin;DESSELSE ZANDPUTTEN;BEVL05_191
2023-04-28,"Ischnura Charpentier, 1840",Coenagrionidae,Odonata,51.23223,5.16548,Scheldt river basin;DESSELSE ZANDPUTTEN;BEVL05_191
2023-04-28,Limoniidae,Limoniidae,Diptera,51.23069,5.18291,Scheldt river basin;DESSELSE ZANDPUTTEN;BEVL05_191
2023-04-28,Hydrophilidae,Hydrophilidae,Coleoptera,51.23069,5.18291,Scheldt river basin;DESSELSE ZANDPUTTEN;BEVL05_191
2023-04-28,"Acroloxus H.Beck, 1838",Acroloxidae,,51.23069,5.18291,Scheldt river basin;DESSELSE ZANDPUTTEN;BEVL05_191
2023-04-28,"Ferrissia B.Walker, 1903",Planorbidae,,51.23069,5.18291,Scheldt river basin;DESSELSE ZANDPUTTEN;BEVL05_191
2023-04-28,Ecnomidae,Ecnomidae,Trichoptera,51.23069,5.18291,Scheldt river basin;DESSELSE ZANDPUTTEN;BEVL05_191
2023-04-28,Chironomidae,Chironomidae,Diptera,51.22424,5.1657,Scheldt river basin;DESSELSE ZANDPUTTEN;BEVL05_191
2023-04-28,"Potamopyrgus W.Stimpson, 1865",Tateidae,Littorinimorpha,51.22424,5.1657,Scheldt river basin;DESSELSE ZANDPUTTEN;BEVL05_191
2023-04-28,Ceratopogonidae,Ceratopogonidae,Diptera,51.23408,5.17188,Scheldt river basin;DESSELSE ZANDPUTTEN;BEVL05_191
2023-04-28,Animalia,,,51.23408,5.17188,Scheldt river basin;DESSELSE ZANDPUTTEN;BEVL05_191
2023-04-28,"Acroloxus H.Beck, 1838",Acroloxidae,,51.23408,5.17188,Scheldt river basin;DESSELSE ZANDPUTTEN;BEVL05_191
2023-04-28,"Physella Haldeman, 1842",Physidae,,51.23408,5.17188,Scheldt river basin;DESSELSE ZANDPUTTEN;BEVL05_191
2023-04-28,Limnephilidae,Limnephilidae,Trichoptera,51.23408,5.17188,Scheldt river basin;DESSELSE ZANDPUTTEN;BEVL05_191
2023-04-28,Animalia,,,51.23408,5.17188,Scheldt river basin;DESSELSE ZANDPUTTEN;BEVL05_191
2023-04-17,Ceratopogonidae,Ceratopogonidae,Diptera,51.38722,4.7901,Meuse river basin;KLEINE MARK;BEVL_L107_609
2023-04-17,Hydrophilidae,Hydrophilidae,Coleoptera,51.38722,4.7901,Meuse river basin;KLEINE MARK;BEVL_L107_609
2023-04-17,"Physella Haldeman, 1842",Physidae,,51.38722,4.7901,Meuse river basin;KLEINE MARK;BEVL_L107_609
2023-04-17,Animalia,,,51.38722,4.7901,Meuse river basin;KLEINE MARK;BEVL_L107_609
2023-04-20,Ceratopogonidae,Ceratopogonidae,Diptera,51.36459,4.94756,Scheldt river basin;BEVL_L217_4711
2023-04-20,"Nemoura Latreille, 1796",Nemouridae,Plecoptera,51.36459,4.94756,Scheldt river basin;BEVL_L217_4711
2023-04-14,Chironomidae,Chironomidae,Diptera,51.07667,3.37355,Scheldt river basin;BEVL_L217_1031
2023-04-14,Crangonyctidae,Crangonyctidae,Amphipoda,51.07667,3.37355,Scheldt river basin;BEVL_L217_1031
2023-04-14,Polycentropodidae,Polycentropodidae,Trichoptera,51.07667,3.37355,Scheldt river basin;BEVL_L217_1031
2023-04-25,Corophiidae,Corophiidae,Amphipoda,51.06586,4.3651,Scheldt river basin;ZEEKANAAL BRUSSEL-SCHELDE - Benedenscheldebekken;BEVL22_216
2023-04-14,Naididae,Naididae,Tubificida,51.02156,3.46437,Scheldt river basin;REIGERBEEK;BEVL_L107_235
2023-04-14,"Notonecta Linnaeus, 1758",Notonectidae,Hemiptera,51.02156,3.46437,Scheldt river basin;REIGERBEEK;BEVL_L107_235
2023-04-14,"Bathyomphalus Charpentier, 1837",Planorbidae,,51.02156,3.46437,Scheldt river basin;REIGERBEEK;BEVL_L107_235
2023-04-14,"Pisidium C.Pfeiffer, 1821",Sphaeriidae,Sphaeriida,51.02156,3.46437,Scheldt river basin;REIGERBEEK;BEVL_L107_235
2023-04-25,Chironomidae,Chironomidae,Diptera,51.06586,4.3651,Scheldt river basin;ZEEKANAAL BRUSSEL-SCHELDE - Benedenscheldebekken;BEVL22_216
2023-04-21,Mysidae,Mysidae,Mysida,51.05799,4.44694,Scheldt river basin;GROTE VIJVER MECHELEN;BEVL05_197
2023-04-21,Hydroptilidae,Hydroptilidae,Trichoptera,51.05799,4.44694,Scheldt river basin;GROTE VIJVER MECHELEN;BEVL05_197
2023-04-12,Tubificidae,Naididae,Tubificida,50.71094,4.31149,Scheldt river basin
2023-04-12,"Velia Latreille, 1804",Veliidae,Hemiptera,50.71094,4.31149,Scheldt river basin
2023-04-12,Polycentropodidae,Polycentropodidae,Trichoptera,50.71094,4.31149,Scheldt river basin
2023-04-27,Chironomidae,Chironomidae,Diptera,50.84057,5.12554,Scheldt river basin;VINNE;BEVL05_119
2023-04-27,Haliplidae,Haliplidae,Coleoptera,50.84057,5.12554,Scheldt river basin;VINNE;BEVL05_119
2023-04-27,"Callicorixa White, 1873",Corixidae,Hemiptera,50.84057,5.12554,Scheldt river basin;VINNE;BEVL05_119
2023-04-27,"Baetis Leach, 1815",Baetidae,Ephemeroptera,50.84057,5.12554,Scheldt river basin;VINNE;BEVL05_119
2023-04-12,Limoniidae,Limoniidae,Diptera,50.71189,4.3038,Scheldt river basin;BEVL_L217_3832
2023-04-12,"Cordulegaster Leach, 1815",Cordulegastridae,Odonata,50.71189,4.3038,Scheldt river basin;BEVL_L217_3832
2023-04-27,Animalia,,,50.83804,5.1213,Scheldt river basin;VINNE;BEVL05_119
2023-04-27,"Lymnaea Lamarck, 1799",Lymnaeidae,,50.83804,5.1213,Scheldt river basin;VINNE;BEVL05_119
2023-04-27,Stratiomyidae,Stratiomyidae,Diptera,50.8438,5.1272,Scheldt river basin;VINNE;BEVL05_119
2023-04-27,"Sigara Fabricius, 1775",Corixidae,Hemiptera,50.8438,5.1272,Scheldt river basin;VINNE;BEVL05_119
2023-04-27,"Lymnaea Lamarck, 1799",Lymnaeidae,,50.8438,5.1272,Scheldt river basin;VINNE;BEVL05_119
2023-04-18,Ceratopogonidae,Ceratopogonidae,Diptera,51.2507,3.54462,Scheldt river basin;LEOPOLDKANAAL I;BEVL08_172
2023-04-18,"Dreissena Van Beneden, 1835",Dreissenidae,Myida,51.2507,3.54462,Scheldt river basin;LEOPOLDKANAAL I;BEVL08_172
2023-04-17,Gammaridae,Gammaridae,Amphipoda,50.74824,3.6366,Scheldt river basin;BEVL_L217_2952
2023-04-24,Simuliidae,Simuliidae,Diptera,50.83785,4.64316,Scheldt river basin;DIJLE II;BEVL09_78
2023-04-24,"Calopteryx Leach, 1815",Calopterygidae,Odonata,50.83785,4.64316,Scheldt river basin;DIJLE II;BEVL09_78
2023-04-24,Hydropsychidae,Hydropsychidae,Trichoptera,50.83785,4.64316,Scheldt river basin;DIJLE II;BEVL09_78
2023-04-12,Animalia,,,51.00261,5.6817,Meuse river basin;EISDEN MIJN;BEVL05_193
2023-04-12,"Erythromma Charpentier, 1840",Coenagrionidae,Odonata,51.00261,5.6817,Meuse river basin;EISDEN MIJN;BEVL05_193
2023-04-25,Rhagionidae,Rhagionidae,Diptera,51.05163,4.4402,Scheldt river basin;GETIJDEDIJLE & GETIJDEZENNE;BEVL08_95
2023-04-12,Ceratopogonidae,Ceratopogonidae,Diptera,50.99569,5.6715,Meuse river basin;EISDEN MIJN;BEVL05_193
2023-04-12,"Potamopyrgus W.Stimpson, 1865",Tateidae,Littorinimorpha,50.99569,5.6715,Meuse river basin;EISDEN MIJN;BEVL05_193
2023-04-12,Ceratopogonidae,Ceratopogonidae,Diptera,51.0004,5.66628,Meuse river basin;EISDEN MIJN;BEVL05_193
2023-04-12,"Cymatia Flor, 1860",Corixidae,Hemiptera,51.0004,5.66628,Meuse river basin;EISDEN MIJN;BEVL05_193
2023-04-12,Crangonyctidae,Crangonyctidae,Amphipoda,51.0004,5.66628,Meuse river basin;EISDEN MIJN;BEVL05_193
2023-04-12,"Caenis Stephens, 1835",Caenidae,Ephemeroptera,51.0004,5.66628,Meuse river basin;EISDEN MIJN;BEVL05_193
2023-04-21,Tabanidae,Tabanidae,Diptera,51.06726,4.44219,Scheldt river basin;GROTE VIJVER MECHELEN;BEVL05_197
2023-04-21,"Caenis Stephens, 1835",Caenidae,Ephemeroptera,51.06726,4.44219,Scheldt river basin;GROTE VIJVER MECHELEN;BEVL05_197
2023-04-17,Oligochaeta,,,50.8327,3.59386,Scheldt river basin;MOLENBEEK - MAARKEBEEK;BEVL17_60
2023-04-04,"Pisidium C.Pfeiffer, 1821",Sphaeriidae,Sphaeriida,50.90996,3.47798,Scheldt river basin;ZOUBEEK;BEVL_L107_240
2023-04-04,"Helobdella Blanchard, 1896",Glossiphoniidae,Rhynchobdellida,50.91425,3.4782,Scheldt river basin;ZOUBEEK;BEVL_L107_240
2023-04-04,"Gyraulus Charpentier, 1837",Planorbidae,,50.91425,3.4782,Scheldt river basin;ZOUBEEK;BEVL_L107_240
2023-04-04,Oligochaeta,,,50.90979,3.47772,Scheldt river basin;ZOUBEEK;BEVL_L107_240
2023-04-04,"Glossiphonia Johnson, 1816",Glossiphoniidae,Rhynchobdellida,50.90979,3.47772,Scheldt river basin;ZOUBEEK;BEVL_L107_240
2023-04-04,"Dendrocoelum Ørsted, 1844",Dendrocoelidae,Tricladida,50.90979,3.47772,Scheldt river basin;ZOUBEEK;BEVL_L107_240
2023-04-03,Chironomidae,Chironomidae,Diptera,50.97318,3.52135,Scheldt river basin;KATTEBEEK;BEVL_L107_241
2023-04-12,Naididae,Naididae,Tubificida,50.71729,4.22779,Scheldt river basin;ZENNE I;BEVL08_92
2023-04-12,Chironomidae,Chironomidae,Diptera,50.71729,4.22779,Scheldt river basin;ZENNE I;BEVL08_92
2023-04-12,"Sigara Fabricius, 1775",Corixidae,Hemiptera,50.71729,4.22779,Scheldt river basin;ZENNE I;BEVL08_92
2023-04-12,Animalia,,,50.71729,4.22779,Scheldt river basin;ZENNE I;BEVL08_92
